n_raters,mean_kappa,sd_kappa,mean_delta,sd_delta,mean_delta_from_final,sd_delta_from_final,true_kappa
17,0.5039115701193917,0.04149122614015781,0.006683335633311739,0.005088601053973944,0.021579774740717674,0.016528688323874427,0.5
18,0.5036755530628514,0.04074994029464496,0.006503398822569004,0.005159668903621187,0.02060949533326845,0.015809548286731707,0.5
19,0.5041624690487757,0.040209310159280774,0.006289345134182736,0.004619043197282437,0.020079015372761647,0.015544107505502738,0.5
20,0.5040102841513474,0.03970161643245851,0.005922747453155143,0.004473754011207087,0.01947765617297718,0.014814393553481147,0.5
21,0.5041473586783203,0.038706024625378234,0.005403091969976241,0.004239708470458553,0.018409181324351574,0.013924127029638867,0.5
22,0.5038966618430348,0.03816126514402323,0.0051824617185078125,0.0038397489407464426,0.017764142395370712,0.013459496492175526,0.5
23,0.5039498269559245,0.037655250450317417,0.005146744016714114,0.0037461116592811643,0.017110302000290022,0.012881464069600604,0.5
24,0.503770225231822,0.03711019639052051,0.004849366010904402,0.0036654963603684264,0.01647465538295579,0.012397107664522167,0.5
25,0.5038962391202311,0.03679897431291583,0.004507662109889668,0.0035438524470464195,0.015894688942984184,0.011964736576116701,0.5
26,0.5041342755596527,0.03627118956172939,0.0043212521541309695,0.0032042670369080797,0.015025703717529745,0.011286665363457533,0.5
27,0.5043016201087255,0.035743204103611544,0.0042779977374613485,0.0032002697380234253,0.014256175866197872,0.010765859568295597,0.5
28,0.5043021913022286,0.03561185232924139,0.004048519757147415,0.0029765066324921557,0.013788198644771314,0.010471282274882662,0.5
29,0.5041790353470045,0.035327629723681114,0.004089493888420249,0.003070065967921749,0.013179388206623061,0.009978989800942454,0.5
30,0.5040650814409784,0.03493733925323041,0.00381384280524888,0.0030029566235209274,0.012567018474703954,0.009520577523249248,0.5
31,0.5043698225847582,0.03445837135550828,0.003828886269587754,0.002774062300427497,0.012032723754514153,0.0090682434352712,0.5
32,0.5041130113294746,0.034155262635307014,0.0037055552272532715,0.0028309814702552625,0.011726180815570832,0.00863527347974812,0.5
33,0.5045000869213973,0.033971111543484964,0.003409855984676347,0.0025201969672170115,0.011374864033770369,0.008306086470693247,0.5
34,0.5048127426553505,0.03373534124409185,0.0033918365511839007,0.002526607693036919,0.01083952115878516,0.008041430949102023,0.5
35,0.5049278131847141,0.033294139345308574,0.003181369024076703,0.002410947013083186,0.010184513864680436,0.007465003337472801,0.5
36,0.5048758025399482,0.033228240333055874,0.003126952265206483,0.0023546643271947516,0.009759997541796179,0.007162942463756513,0.5
37,0.5046849132452846,0.03314461336776884,0.0030980273044004447,0.002323370776183277,0.009332063254673962,0.0068725851452790905,0.5
38,0.5045548303145652,0.032929201904032056,0.0030583417401267134,0.002293790623817962,0.008839928444631388,0.006481401724234346,0.5
39,0.5046443261081026,0.032493073262461834,0.0029295686002113585,0.0021477846307445983,0.008394718401936374,0.006236409347031888,0.5
40,0.5044040192302219,0.0322110624272214,0.0027681806781490333,0.002102289510401112,0.007829301664648902,0.005876817753514037,0.5
41,0.5044064109545118,0.03205453010029011,0.002768829936741118,0.0021671026581611824,0.007422628616201646,0.0054324426744286605,0.5
42,0.5045369975535431,0.03175826729784438,0.002693468979126949,0.002013489027593891,0.006736978241729682,0.0051788755634272115,0.5
43,0.5047200044193639,0.03182882445717496,0.002698416841315423,0.001967891159918646,0.0063229558367810705,0.004760220513965496,0.5
