n_raters,mean_kappa,sd_kappa,mean_delta,sd_delta,mean_delta_from_final,sd_delta_from_final,true_kappa
3,0.6902303997487929,0.04352191513571521,,,0.033261937373190324,0.025257816463610812,0.7
4,0.6901963127529395,0.03696054223320356,0.0175570966723549,0.01324962210201955,0.027661020881181032,0.021132449755098558,0.7
5,0.6917642455487714,0.03344735850837642,0.013133063275890672,0.009895028077327924,0.024633781335238802,0.018714729431032966,0.7
6,0.6916162506143974,0.03110115783528069,0.010998628697466975,0.008126379415504972,0.022208249937300032,0.016948163763799356,0.7
7,0.6921207242387325,0.02883722062415582,0.009186500289674824,0.007072496403600632,0.020630338461590843,0.01504669844239102,0.7
8,0.692548022614844,0.027654467918503425,0.007715801670517855,0.0057400248140631795,0.0196161161806702,0.01405726767094277,0.7
9,0.6926580187734908,0.025816338429455188,0.007314918130269653,0.005343415470793506,0.01794139735534066,0.012847880102937307,0.7
10,0.6929368523180028,0.024744296907705417,0.006177762936953629,0.004504875159075927,0.016690073069938444,0.012246518803677466,0.7
11,0.6929985706523645,0.023612053258178167,0.005575770636965446,0.004209764078884257,0.01546031037424358,0.0115961028952048,0.7
12,0.6929492201202778,0.022593436165860407,0.005074089633745813,0.0037850576576510713,0.01454771990146053,0.010785581642145589,0.7
13,0.6930037770300874,0.021932200074069624,0.004558314096929913,0.003426066140137085,0.013946602279417157,0.01017628322406364,0.7
14,0.6927612018961469,0.021239784025146244,0.004247057419817064,0.0033029405494107485,0.013170154175541323,0.009769006277913724,0.7
15,0.6926090269812212,0.02054371179180624,0.004025572644612548,0.0030320951128238022,0.012481210457116225,0.009339675057204105,0.7
16,0.6923775152540053,0.020120197656794417,0.0038309444698472065,0.002961266761214396,0.011762514428623166,0.008976754056468982,0.7
17,0.692606551606117,0.019808667225914196,0.0035246447891369094,0.002612145539494406,0.011348726722885772,0.008569484684452641,0.7
18,0.6926244680130783,0.01942345846290368,0.003288475719978072,0.002434380261415647,0.011010802438282804,0.008326710097254253,0.7
19,0.6926317561768952,0.0190490010921362,0.003103985847529172,0.0024105049102605925,0.010665170234088252,0.007924921595453481,0.7
20,0.6925499573675703,0.01872626194705015,0.002962715415989845,0.0021857542050181793,0.010243892802543673,0.0076001489838309014,0.7
21,0.692625753648365,0.018217350803431807,0.0027841588264096865,0.002121354880106925,0.009710434718621423,0.007166217264141029,0.7
22,0.6925879221402893,0.017800762869828176,0.002644114971529296,0.0021049815191979265,0.009413867098674008,0.006733588447095778,0.7
23,0.6925097544094866,0.017661911136196588,0.0026410718427487974,0.0019812186344684603,0.009032276959147191,0.006637369457385248,0.7
24,0.6925712463751476,0.01755989793849499,0.002514396170016021,0.0018877158861293558,0.008626745139100007,0.006477922657860382,0.7
25,0.6925965660822373,0.01719142091784597,0.002318132058104697,0.0017628562741620565,0.008222649972099708,0.006187291295072625,0.7
26,0.6925008978852819,0.01689911533839172,0.002221656034150872,0.0017115105935866146,0.007782760739640968,0.005860929357792217,0.7
27,0.6926161582005308,0.01686047382293776,0.0021584873955347995,0.0016049462629709656,0.007460186439143671,0.005698561816570481,0.7
28,0.6926059538946823,0.016637124465858542,0.0020611675173374715,0.0015548792199937009,0.007345191504374833,0.005547809905664354,0.7
29,0.6925302851409937,0.016546419139662327,0.0021257572008704997,0.0015896971336849539,0.0070442452239480174,0.00519024816056505,0.7
30,0.6926558954227684,0.016334141607385066,0.0019347564902183804,0.001432886234706169,0.006632249117307453,0.0050152585386746785,0.7
31,0.6925447969668567,0.01610338939310803,0.0019635776938487,0.0015000259136696038,0.006302653220221571,0.004786077529131421,0.7
32,0.6924470526304223,0.016015560725461987,0.0017266676197058056,0.0013309414253526448,0.006147939293398155,0.0046308760718141015,0.7
33,0.6924757031003409,0.015879861283528755,0.0018071189848848988,0.0013882944181829672,0.005873247325948417,0.004380920659212647,0.7
34,0.692480531358288,0.015771215318258557,0.0017193717869297292,0.0012935303419357807,0.00566158816023441,0.004274985596617019,0.7
35,0.6924761242895525,0.015661442158882672,0.001693459533394755,0.0013031408662662765,0.005400031493262717,0.004097115604528146,0.7
36,0.6925714563434346,0.015558236109184345,0.0016502214709901305,0.0012902712517761808,0.005074411948831746,0.003873116569551673,0.7
37,0.6925677463397665,0.015436509308812582,0.00160876156871875,0.001186248492026729,0.004922154516960913,0.0036452235687550586,0.7
38,0.6925774312615754,0.015367822094709547,0.0015988134296853827,0.0012241107739133926,0.004670957420544568,0.003529881177771582,0.7
39,0.6925543698178599,0.015300249262459568,0.0014020529473032762,0.0010789673881209754,0.0044508999402918465,0.003355927034456282,0.7
40,0.6924774965964124,0.015255431371009426,0.0015059983995438144,0.0011374266158576214,0.004169026751796358,0.0032013012766114943,0.7
41,0.6924944470379224,0.01507007866615509,0.0013894873462842957,0.0010645946461102305,0.00391421623149814,0.002940393725932155,0.7
42,0.692461046824848,0.015013948542818411,0.0013904402413685197,0.0010558002386185767,0.003646613575746952,0.002716020333726242,0.7
43,0.6923903494978699,0.01504349091983703,0.0013848348664256783,0.0010654147470554192,0.0033369533123575215,0.0025007877122564044,0.7
44,0.6923516065698913,0.014907794491885307,0.0013128103304191432,0.001024619110564652,0.003080070236382549,0.0022774613748542992,0.7
45,0.6923907118132298,0.014806021640214606,0.0013181468663303333,0.0009708348081374542,0.0027518360564800512,0.002040425985811774,0.7
46,0.6923648416769547,0.014713435803380694,0.001323587445757088,0.000987015402475012,0.0023910098843765975,0.0018225069326731128,0.7
47,0.6922499080310969,0.01454782791196246,0.001217955139082458,0.0009069724137925217,0.0020853786054669766,0.0015424537896707,0.7
48,0.6922364600641483,0.014436631341342371,0.001205690132496963,0.0008935621050713041,0.0017364287083654155,0.001233929915600789,0.7
49,0.6922736580207605,0.014377769172807307,0.0012096614650059215,0.000899962037292325,0.0011735228260767911,0.000863416606676482,0.7
50,0.6922807966102245,0.014294859249814744,0.0011735228260767911,0.000863416606676482,0.0,0.0,0.7
